"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.385285673E2,1.011999995E-1,3.866499960E-1,-2.710124850E-1
1.385310109E2,2.025374919E-1,1.570249945E-1,-2.722499967E-1
1.385334543E2,1.940124929E-1,4.949999973E-2,-2.820124924E-1
1.385358980E2,2.098249942E-1,1.215500012E-1,-2.673000097E-1
1.385383416E2,1.414874941E-1,1.325500011E-1,-2.417249978E-1
1.385407851E2,9.501250088E-2,2.388374954E-1,-2.025374919E-1
1.385432288E2,4.372499883E-2,1.802625060E-1,-1.647250056E-1
1.385456724E2,1.319999993E-2,1.545500010E-1,-1.830125004E-1
1.385481159E2,1.072499994E-2,2.241249979E-1,-1.927749962E-1
1.385505596E2,5.719999969E-2,2.633124888E-1,-1.684374958E-1
1.385530032E2,1.157749966E-1,2.058375031E-1,-1.377750039E-1
1.385554467E2,1.537249982E-1,4.578749835E-2,-1.194875017E-1
1.385578904E2,1.060125008E-1,-5.555000156E-2,-1.304875016E-1
1.385603340E2,1.084875017E-1,6.049999967E-2,-1.647250056E-1
1.385627774E2,1.352999955E-1,2.265999913E-1,-1.597750038E-1
1.385652211E2,9.872499853E-2,1.703625023E-1,-1.464374959E-1
1.385676647E2,9.501250088E-2,-3.024999984E-3,-1.342000067E-1
1.385701084E2,1.243000031E-1,-1.044999994E-2,-1.267749965E-1
1.385725519E2,1.585374922E-1,9.955000132E-2,-9.748750180E-2
1.385749955E2,1.572999954E-1,1.545500010E-1,-5.348749831E-2
1.385774390E2,2.050125003E-1,1.252624989E-1,-2.543750033E-2
1.385798826E2,1.780624986E-1,3.602499887E-2,-8.387500420E-3
1.385823263E2,1.537249982E-1,1.526249945E-2,3.849999979E-3
1.385847697E2,1.670625061E-1,6.297499686E-2,1.732499897E-2
1.385872134E2,1.402499974E-1,6.407500058E-2,4.661250114E-2
1.385896570E2,1.292500049E-1,6.737499963E-3,6.256250292E-2
1.385921005E2,1.011999995E-1,-1.117874980E-1,5.032499880E-2
1.385945442E2,7.796250284E-2,-1.275999993E-1,2.337500080E-2
1.385969878E2,8.648750186E-2,-5.926249921E-2,2.956249937E-2
1.385994313E2,7.796250284E-2,-1.593624949E-1,6.503749639E-2
1.386018749E2,3.643750027E-2,-2.913624942E-1,7.356250286E-2
1.386043186E2,-6.324999966E-3,-2.046000063E-1,4.179999977E-2
1.386067620E2,-5.651250109E-2,-1.044999994E-2,2.832499892E-2
1.386092057E2,-3.561250120E-2,2.010249943E-1,5.637500063E-2
1.386116494E2,-4.551250115E-2,8.855000138E-2,7.479999959E-2
1.386140928E2,-1.127499994E-2,-9.350000322E-2,5.032499880E-2
1.386165365E2,-1.374999993E-2,-1.897500083E-2,2.832499892E-2
1.386189801E2,-7.961250097E-2,8.373750001E-2,1.361249946E-2
1.386214236E2,-8.827500045E-2,1.325500011E-1,4.303750023E-2
1.386238673E2,-8.579999954E-2,6.655000150E-2,6.132499874E-2
1.386263109E2,-6.737499684E-2,-1.402499992E-2,3.437500075E-2
1.386287544E2,-2.103750035E-2,7.974999957E-3,-2.048750035E-2
1.386311981E2,-2.584999986E-2,-5.926249921E-2,-4.619999975E-2
1.386336417E2,4.674999975E-3,-7.397499681E-2,-5.719999969E-2
1.386360854E2,3.519999981E-2,-3.849999979E-2,-7.067500055E-2
1.386385288E2,-2.749999985E-4,-9.226249903E-2,-9.748750180E-2
1.386409724E2,-1.856249943E-2,-1.130250022E-1,-1.366750002E-1
1.386434161E2,-2.832499892E-2,-9.226249903E-2,-1.512500048E-1
1.386458596E2,-4.179999977E-2,-5.926249921E-2,-1.377750039E-1
1.386483032E2,-3.451250121E-2,-1.897500083E-2,-1.451999992E-1
1.386507467E2,-5.884999782E-2,2.626249939E-2,-1.977249980E-1
1.386531904E2,-3.932499886E-2,4.949999973E-2,-2.232999951E-1
1.386556340E2,-1.856249943E-2,3.231250122E-2,-1.879625022E-1
1.386580775E2,-4.303750023E-2,9.473749995E-2,-1.769624949E-1
1.386605212E2,-1.016125008E-1,1.472624987E-1,-2.184875011E-1
1.386629648E2,-1.077999994E-1,1.447875053E-1,-2.844874859E-1
1.386654085E2,-6.861250103E-2,6.778749824E-2,-3.064875007E-1
1.386678519E2,-7.232499868E-2,5.678749830E-2,-2.820124924E-1
1.386702955E2,-7.837499678E-2,1.813624948E-1,-2.587749958E-1
1.386727392E2,-4.303750023E-2,2.400749922E-1,-2.307250053E-1
1.386751827E2,-3.327500075E-2,6.407500058E-2,-2.172500044E-1
1.386776263E2,3.643750027E-2,1.044999994E-2,-2.172500044E-1
1.386800698E2,8.772499859E-2,4.221250117E-2,-1.792999953E-1
1.386825135E2,8.648750186E-2,1.787499990E-3,-1.390125006E-1
1.386849571E2,7.067500055E-2,9.212499484E-3,-9.872499853E-2
1.386874006E2,6.448750198E-2,-3.478749841E-2,-7.919999957E-2
1.386898443E2,5.596249923E-2,-1.948374957E-1,-9.748750180E-2
1.386922879E2,9.624999948E-4,-2.058375031E-1,-1.109625027E-1
1.386947314E2,-1.175625026E-1,-3.073124886E-1,-1.170125008E-1
1.386971751E2,-2.066625059E-1,-1.240250021E-1,-1.109625027E-1
1.386996187E2,-2.763749957E-1,-2.502499893E-2,-9.267500043E-2
1.387020624E2,-2.604250014E-1,9.102500230E-2,-9.267500043E-2
1.387045058E2,-2.311374992E-1,6.902500242E-2,-8.896250278E-2
1.387069494E2,-1.920875013E-1,-3.726249933E-2,-8.043749630E-2
1.387093929E2,-1.370874941E-1,-1.068374962E-1,-6.448750198E-2
1.387118366E2,-5.761250108E-2,-1.680250019E-1,-3.148749843E-2
1.387142802E2,-6.324999966E-3,-1.728374958E-1,1.003750041E-2
1.387167237E2,1.196249947E-2,-6.655000150E-2,3.808749840E-2
1.387191674E2,-6.324999966E-3,-1.313125044E-1,2.956249937E-2
1.387216110E2,1.801249944E-2,-4.262499977E-3,-4.674999975E-3
1.387240547E2,8.896250278E-2,4.262499977E-3,-2.172499895E-2
1.387264981E2,1.011999995E-1,-1.190750003E-1,-1.196249947E-2
1.387289417E2,1.047749966E-1,-5.926249921E-2,-3.437499981E-3
1.387313854E2,9.624999762E-2,-1.178374961E-1,1.361249946E-2
1.387338289E2,3.024999984E-2,-1.875499934E-1,-8.387500420E-3
1.387362725E2,1.924999990E-2,-7.974999957E-3,-4.496249929E-2
1.387387162E2,3.148749843E-2,8.373750001E-2,-2.048750035E-2
1.387411597E2,8.772499859E-2,-5.197500065E-2,3.932499886E-2
1.387436033E2,1.035374999E-1,-3.133625090E-1,6.008749828E-2
1.387460467E2,9.748750180E-2,-3.084124923E-1,1.237499993E-2
1.387484904E2,4.372499883E-2,-1.410750002E-1,-4.015000165E-2
1.387509340E2,4.124999791E-2,2.608374953E-1,-4.015000165E-2
1.387533775E2,7.067500055E-2,1.313125044E-1,-1.196249947E-2
1.387558212E2,6.572499871E-2,-4.826249927E-2,-9.487500414E-3
1.387582648E2,9.624999762E-2,-5.926249921E-2,-1.938750036E-2
1.387607083E2,1.280124933E-1,-5.499999970E-3,-1.691249944E-2
1.387631520E2,1.622499973E-1,4.702499881E-2,5.087499972E-3
1.387655956E2,1.610125005E-1,-5.431250110E-2,1.127499994E-2
1.387680393E2,1.414874941E-1,-9.102500230E-2,-1.938750036E-2
1.387704828E2,1.047749966E-1,-3.121249937E-2,-4.372499883E-2
1.387729264E2,9.748750180E-2,4.097500071E-2,-3.272499889E-2
1.387753701E2,1.207249984E-1,5.321250111E-2,1.127499994E-2
1.387778135E2,1.084875017E-1,-5.073750019E-2,5.156249925E-2
1.387802571E2,1.024374962E-1,-3.602499887E-2,4.784999788E-2
1.387827006E2,9.019999951E-2,4.331250116E-2,4.413750023E-2
1.387851443E2,1.572999954E-1,1.190750003E-1,5.884999782E-2
1.387875880E2,2.232999951E-1,1.773750037E-2,9.184999764E-2
1.387900316E2,1.707749963E-1,-2.975499928E-1,8.332499862E-2
1.387924751E2,1.414874941E-1,-2.315499932E-1,1.979999989E-2
1.387949187E2,4.991250113E-2,-7.974999957E-3,3.849999979E-3
1.387973624E2,-2.749999985E-3,1.203124970E-1,5.032499880E-2
1.387998058E2,7.149999961E-3,5.499999970E-3,7.479999959E-2
1.388022494E2,1.072499994E-2,-1.068374962E-1,5.279999971E-2
1.388046931E2,9.487500414E-3,-1.068374962E-1,4.179999977E-2
1.388071366E2,6.819999963E-2,4.262499977E-3,7.603749633E-2
1.388095802E2,1.060125008E-1,-1.402499992E-2,1.321374923E-1
1.388120237E2,7.919999957E-2,-1.618375033E-1,1.296624988E-1
1.388144674E2,5.472499877E-2,-1.313125044E-1,7.232499868E-2
1.388169110E2,3.148749843E-2,-4.221250117E-2,6.008749828E-2
1.388193544E2,5.596249923E-2,1.649999991E-2,9.432499856E-2
1.388217981E2,7.919999957E-2,-1.130250022E-1,1.321374923E-1
1.388242417E2,4.124999791E-2,-2.828375101E-1,1.138499975E-1
1.388266854E2,4.674999975E-3,-2.327875048E-1,6.861250103E-2
1.388291289E2,-4.427500069E-2,-1.350249946E-1,7.603749633E-2
1.388315725E2,-3.079999983E-2,-7.150000334E-2,1.163249984E-1
1.388340162E2,-1.608750038E-2,-1.715999991E-1,1.480875015E-1
1.388364596E2,1.196249947E-2,-2.193125039E-1,1.236125007E-1
1.388389032E2,3.148749843E-2,-1.398375034E-1,1.003749967E-1
1.388413469E2,8.401250094E-2,3.355000168E-2,1.285624951E-1
1.388437904E2,1.707749963E-1,-1.526249945E-2,1.700875014E-1
1.388462340E2,1.780624986E-1,-2.143625021E-1,2.151875049E-1
1.388486777E2,1.463000029E-1,-2.461249977E-1,1.834249943E-1
1.388511211E2,1.390125006E-1,-7.631249726E-2,1.273249984E-1
1.388535648E2,1.402499974E-1,-3.849999979E-2,1.186624989E-1
1.388560085E2,7.177499682E-2,-1.703625023E-1,1.285624951E-1
1.388584519E2,1.443750039E-2,-1.703625023E-1,1.358499974E-1
1.388608955E2,4.743750021E-2,-1.483625025E-1,1.260875016E-1
1.388633392E2,5.719999969E-2,-1.325500011E-1,1.285624951E-1
1.388657827E2,6.077500060E-2,-1.155000031E-1,1.810874939E-1
1.388682263E2,8.648750186E-2,-1.753125042E-1,2.433750033E-1
1.388706700E2,1.634874940E-1,-2.168374956E-1,2.701874971E-1
1.388731135E2,2.197249979E-1,-2.608374953E-1,2.873750031E-1
1.388755571E2,2.415875047E-1,-2.523125112E-1,3.031874895E-1
1.388780007E2,3.150124848E-1,-2.228875011E-1,3.337124884E-1
1.388804442E2,2.282499969E-1,-6.554625034E-1,2.556124926E-1
1.388828878E2,6.572499871E-2,-4.074124992E-1,1.333750039E-1
1.388853313E2,-1.223749965E-1,5.678749830E-2,7.713750005E-2
1.388877750E2,-2.348500043E-1,3.720749915E-1,7.590000331E-2
1.388902187E2,-1.945624948E-1,1.912624985E-1,7.232499868E-2
1.388926623E2,-1.310375035E-1,1.154999994E-2,7.961250097E-2
1.388951057E2,-1.200374961E-1,-2.254999988E-2,8.208750188E-2
1.388975494E2,-5.279999971E-2,-6.531249732E-2,9.913749993E-2
1.388999931E2,4.001250118E-2,-1.777874976E-1,1.516624987E-1
1.389024365E2,6.819999963E-2,-2.620750070E-1,1.626625061E-1
1.389048801E2,6.572499871E-2,-1.703625023E-1,1.040875018E-1
1.389073238E2,4.124999791E-2,-5.431250110E-2,6.861250103E-2
1.389097673E2,3.396249935E-2,-6.049999967E-2,8.937499672E-2
1.389122110E2,-1.127499994E-2,-2.131249942E-2,1.101374999E-1
1.389146546E2,-6.737499684E-2,2.144999988E-2,7.713750005E-2
1.389170981E2,-9.556250274E-2,4.702499881E-2,-9.624999948E-4
1.389195418E2,-9.061250091E-2,3.973750025E-2,-4.496249929E-2
1.389219854E2,-4.179999977E-2,-3.355000168E-2,-3.519999981E-2
1.389244288E2,-3.079999983E-2,-1.117874980E-1,-2.296249941E-2
1.389268725E2,-5.279999971E-2,-6.655000150E-2,-7.548750192E-2
1.389293162E2,-5.156249925E-2,7.507500052E-2,-1.097249985E-1
1.389317596E2,-1.856249943E-2,2.143625021E-1,-6.215000153E-2
1.389342032E2,6.077500060E-2,1.069749966E-1,5.087499972E-3
1.389366469E2,6.696250290E-2,-9.707500041E-2,1.979999989E-2
1.389390904E2,2.543750033E-2,-1.483625025E-1,-3.519999981E-2
1.389415340E2,-2.832499892E-2,-7.974999957E-3,-6.819999963E-2
1.389439777E2,-4.303750023E-2,1.240250021E-1,-5.115000159E-2
1.389464212E2,-4.179999977E-2,1.190750003E-1,-1.443750039E-2
1.389488648E2,-1.126125008E-1,-9.955000132E-2,1.608750038E-2
1.389513084E2,-1.297999918E-1,-1.728374958E-1,2.612499986E-3
1.389537519E2,-1.443749964E-1,-2.083124965E-1,-1.567500085E-2
1.389561956E2,-2.188999951E-1,-2.351250052E-1,-1.319999993E-2
1.389586392E2,-3.654749990E-1,-1.606000066E-1,1.374999993E-3
1.389610827E2,-5.609999895E-1,-2.254999988E-2,-1.567500085E-2
1.389635264E2,-5.572875142E-1,8.731249720E-2,-7.315000147E-2
1.389659700E2,-4.852375090E-1,9.102500230E-2,-9.143749624E-2
1.389684134E2,-3.887124956E-1,-9.212499484E-3,-6.572499871E-2
1.389708571E2,-3.129499853E-1,-2.840749919E-1,-4.372499883E-2
1.389733007E2,-2.336124927E-1,-4.036999941E-1,-7.067500055E-2
1.389757442E2,-1.358499974E-1,-2.338874936E-1,-1.329624951E-1
1.389781879E2,4.743750021E-2,1.526249945E-2,-1.622499973E-1
1.389806315E2,1.329624951E-1,-1.068374962E-1,-1.304875016E-1
1.389830750E2,2.000624985E-1,-1.520749927E-1,-8.896250278E-2
1.389855187E2,2.697750032E-1,-9.350000322E-2,-9.143749624E-2
1.389879623E2,3.150124848E-1,-9.102500230E-2,-7.067500055E-2
1.389904057E2,3.625875115E-1,5.802499875E-2,-2.419999987E-2
1.389928494E2,3.051125109E-1,-1.155000031E-1,-8.387500420E-3
1.389952930E2,2.917749882E-1,-1.801249981E-1,-1.196249947E-2
1.389977365E2,1.622499973E-1,8.126249909E-2,-2.048750035E-2
1.390001801E2,1.319999993E-2,-6.655000150E-2,5.087499972E-3
1.390026238E2,-9.803749621E-2,-2.633124888E-1,6.861250103E-2
1.390050673E2,-2.103749961E-1,-2.840749919E-1,1.260875016E-1
1.390075110E2,-3.361875117E-1,-4.111250043E-1,9.308750182E-2
1.390099546E2,-4.119499922E-1,-1.825999916E-1,3.203750029E-2
1.390123981E2,-4.278999865E-1,-8.002500236E-2,-1.691249944E-2
1.390148417E2,-4.717625082E-1,-7.150000334E-2,-2.667500079E-2
1.390172854E2,-4.071374834E-1,-1.460250020E-1,6.737499684E-2
1.390197288E2,-3.093749881E-1,-5.499999970E-3,1.639000028E-1
1.390221725E2,-1.908500046E-1,1.460250020E-1,2.531374991E-1
1.390246161E2,-3.932499886E-2,-1.154999994E-2,3.166624904E-1
1.390270596E2,5.224999785E-2,-2.828375101E-1,3.947624862E-1
1.390295033E2,1.157749966E-1,-2.083124965E-1,4.229499996E-1
1.390319469E2,1.157749966E-1,-5.589374900E-1,3.276624978E-1
1.390343904E2,3.222999871E-1,-1.117874980E-1,2.213750035E-1
1.390368340E2,2.355374992E-1,-7.150000334E-2,1.724250019E-1
1.390392777E2,1.097249985E-1,-7.383749634E-2,1.406625062E-1
1.390417214E2,1.463000029E-1,-1.031249948E-2,1.175625026E-1
1.390441648E2,1.610125005E-1,3.726249933E-2,1.223749965E-1
1.390466084E2,1.805374920E-1,7.150000334E-2,1.493249983E-1
1.390490519E2,1.549624950E-1,-1.080750003E-1,1.724250019E-1
1.390514956E2,1.194875017E-1,-1.582625061E-1,1.431374997E-1
1.390539392E2,-2.749999985E-3,-6.902500242E-2,9.679999948E-2
1.390563827E2,-8.208750188E-2,1.423124969E-1,6.379999965E-2
1.390588263E2,-9.803749621E-2,1.997874975E-1,9.184999764E-2
1.390612700E2,-3.079999983E-2,2.168374956E-1,1.308999956E-1
1.390637137E2,3.643750027E-2,1.178374961E-1,1.358499974E-1
1.390661571E2,8.277499676E-2,-3.726249933E-2,1.773750037E-1
1.390686007E2,1.854874939E-1,-9.102500230E-2,2.299000025E-1
1.390710444E2,2.074874938E-1,-1.533125043E-1,2.323749959E-1
1.390734879E2,1.463000029E-1,-8.249999583E-2,1.578499973E-1
1.390759315E2,8.648750186E-2,4.826249927E-2,1.040875018E-1
1.390783752E2,3.767500073E-2,1.032624990E-1,1.113749966E-1
1.390808187E2,7.301250100E-2,7.507500052E-2,1.076624990E-1
1.390832623E2,1.084875017E-1,-2.502499893E-2,6.737499684E-2
1.390857057E2,1.329624951E-1,-4.331250116E-2,1.732499897E-2
1.390881494E2,1.769624949E-1,2.378750034E-2,1.237499993E-2
1.390905930E2,2.428250015E-1,5.678749830E-2,5.637500063E-2
1.390930365E2,2.733500004E-1,-1.740749925E-1,1.150875017E-1
1.390954802E2,1.390125006E-1,-3.916000128E-1,9.790000319E-2
1.390979238E2,4.372499883E-2,-3.036000133E-1,3.932499886E-2
1.391003673E2,-8.579999954E-2,-1.203124970E-1,2.337500080E-2
1.391028110E2,-1.908500046E-1,-2.626249939E-2,6.008749828E-2
1.391052546E2,-2.494249940E-1,-8.483749628E-2,7.590000331E-2
1.391076983E2,-2.604250014E-1,-6.297499686E-2,6.008749828E-2
1.391101417E2,-2.263250053E-1,-3.355000168E-2,9.679999948E-2
1.391125853E2,-1.518000066E-1,-5.431250110E-2,1.456124932E-1
1.391150290E2,-2.066625059E-1,-2.265999913E-1,1.370874941E-1
1.391174725E2,-3.691875041E-1,-1.215500012E-1,5.279999971E-2
1.391199161E2,-4.717625082E-1,1.765500009E-1,-1.443750039E-2
1.391223596E2,-4.950000048E-1,2.803624868E-1,5.087499972E-3
1.391248033E2,-4.204750061E-1,1.680250019E-1,5.884999782E-2
1.391272469E2,-3.411374986E-1,-7.755000144E-2,9.556250274E-2
1.391296906E2,-2.018499970E-1,-5.307500064E-2,1.016125008E-1
1.391321340E2,-7.727500051E-2,-1.472624987E-1,4.537500069E-2
1.391345777E2,-4.551250115E-2,-2.901250124E-1,2.749999985E-4
1.391370213E2,-9.556250274E-2,-3.621749878E-1,-2.419999987E-2
1.391394648E2,-2.018499970E-1,-2.974124849E-1,-8.043749630E-2
1.391419084E2,-2.824249864E-1,-9.831249714E-2,-1.342000067E-1
1.391443521E2,-2.799499929E-1,9.473749995E-2,-1.329624951E-1
1.391467956E2,-2.518999875E-1,-8.607500046E-2,-7.191249728E-2
1.391492392E2,-2.311374992E-1,-1.460250020E-1,-4.248749837E-2
1.391516829E2,-1.810874939E-1,-5.499999970E-4,-8.772499859E-2
1.391541263E2,-1.028499976E-1,1.802625060E-1,-1.097249985E-1
1.391565700E2,8.249999955E-3,1.484999955E-1,-7.919999957E-2
1.391590134E2,-1.732499897E-2,-1.130250022E-1,-3.396249935E-2
1.391614571E2,-1.101374999E-1,-2.413125038E-1,-8.043749630E-2
1.391639008E2,-1.113749966E-1,5.197500065E-2,-1.757249981E-1
1.391663442E2,-1.981374919E-1,2.620750070E-1,-1.817750037E-1
1.391687879E2,-2.751374841E-1,1.557874978E-1,-1.439625025E-1
1.391712315E2,-3.361875117E-1,-6.407500058E-2,-1.219625026E-1
1.391736752E2,-2.921875119E-1,-9.473749995E-2,-1.366750002E-1
1.391761186E2,-2.128500044E-1,-1.402499992E-2,-1.329624951E-1
1.391785623E2,-2.018499970E-1,1.897500083E-2,-1.231999993E-1
1.391810060E2,-2.360875010E-1,-2.571249902E-1,-1.060125008E-1
1.391834494E2,-2.481874973E-1,-3.170749843E-1,-1.024374962E-1
1.391858930E2,-3.326124847E-1,-2.998875082E-1,-9.624999762E-2
1.391883367E2,-4.522374868E-1,-5.802499875E-2,-4.496249929E-2
1.391907802E2,-4.754749835E-1,-6.902500242E-2,-3.891250119E-2
1.391932238E2,-5.231875181E-1,-9.350000322E-2,-7.191249728E-2
1.391956675E2,-6.012874842E-1,4.097500071E-2,-1.194875017E-1
1.391981109E2,-6.257625222E-1,2.205500007E-1,-1.280124933E-1
1.392005546E2,-5.879499912E-1,2.853125036E-1,-8.524999768E-2
1.392029983E2,-5.977125168E-1,6.049999967E-2,-6.324999779E-2
1.392054417E2,-5.817624927E-1,3.355000168E-2,-1.159124970E-1
1.392078853E2,-5.609999895E-1,1.325500011E-1,-1.769624949E-1
1.392103290E2,-4.694249928E-1,2.340250015E-1,-1.805374920E-1
1.392127725E2,-3.471874893E-1,1.167374998E-1,-1.610125005E-1
1.392152161E2,-1.871374995E-1,-1.402499992E-2,-1.342000067E-1
1.392176598E2,-3.327500075E-2,7.974999957E-3,-1.231999993E-1
1.392201033E2,5.224999785E-2,-5.307500064E-2,-1.317249984E-1
1.392225469E2,1.817750037E-1,1.508374959E-1,-1.292500049E-1
1.392249906E2,1.427250057E-1,-3.602499887E-2,-8.043749630E-2
1.392274340E2,-2.584999986E-2,-1.606000066E-1,-5.719999969E-2
1.392298777E2,-2.956249937E-2,1.435499936E-1,-1.011999995E-1
1.392323211E2,-1.333750039E-1,1.850749999E-1,-9.748750180E-2
1.392347648E2,-1.835625023E-1,1.753125042E-1,-2.543750033E-2
1.392372085E2,-1.846625060E-1,-1.031249948E-2,2.461249940E-2
1.392396521E2,-1.713249981E-1,-1.093124971E-1,1.484999992E-2
1.392420956E2,-1.871374995E-1,1.526249945E-2,1.237499993E-2
1.392445392E2,-1.846625060E-1,-4.331250116E-2,3.561250120E-2
1.392469829E2,-1.748999953E-1,-1.178374961E-1,5.032499880E-2
1.392494263E2,-2.348500043E-1,-2.120250016E-1,3.203750029E-2
1.392518700E2,-2.384250015E-1,-4.949999973E-2,2.337500080E-2
1.392543136E2,-2.164250016E-1,7.273750007E-2,3.079999983E-2
1.392567573E2,-1.981374919E-1,-2.873750031E-2,4.784999788E-2
1.392592008E2,-1.871374995E-1,-6.407500058E-2,6.379999965E-2
1.392616444E2,-1.200374961E-1,-1.402499992E-2,8.208750188E-2
1.392640879E2,-8.799999952E-3,-3.602499887E-2,1.088999957E-1
1.392665316E2,3.148749843E-2,-4.331250116E-2,1.566125005E-1
1.392689752E2,-1.512499992E-3,-3.475999832E-1,1.834249943E-1
1.392714187E2,-1.443749964E-1,-5.198875070E-1,1.456124932E-1
1.392738623E2,-1.968999952E-1,-8.249999583E-2,1.040875018E-1
1.392763060E2,-3.484250009E-1,8.978749812E-2,1.186624989E-1
1.392787494E2,-3.863750100E-1,5.678749830E-2,1.333750039E-1
1.392811931E2,-4.156624973E-1,-9.473749995E-2,1.040875018E-1
1.392836367E2,-3.801875114E-1,2.997500077E-2,7.479999959E-2
1.392860802E2,-2.946625054E-1,1.680250019E-1,1.016125008E-1
1.392885238E2,-1.676124930E-1,1.020250022E-1,1.761374921E-1
1.392909675E2,-4.551250115E-2,-7.273750007E-2,2.311374992E-1
1.392934110E2,5.224999785E-2,-6.655000150E-2,1.821874976E-1
1.392958546E2,9.624999762E-2,6.531249732E-2,1.308999956E-1
1.392982983E2,1.549624950E-1,1.520749927E-1,1.566125005E-1
1.393007417E2,2.452999949E-1,-2.626249939E-2,2.103749961E-1
1.393031854E2,2.697750032E-1,-6.902500242E-2,2.274249941E-1
1.393056290E2,2.905375063E-1,-1.526249945E-2,1.993750036E-1
1.393080725E2,3.247750103E-1,-2.021249942E-2,1.480875015E-1
1.393105162E2,2.843500078E-1,-1.402499992E-2,1.603250057E-1
1.393129598E2,1.524875015E-1,-4.331250116E-2,2.396624982E-1
1.393154033E2,1.097249985E-1,-3.355000168E-2,3.007124960E-1
1.393178470E2,1.182499975E-1,-9.350000322E-2,3.276624978E-1
1.393202906E2,7.919999957E-2,-1.020250022E-1,3.642374873E-1
1.393227343E2,8.167500049E-2,-1.385999918E-1,4.412375093E-1
1.393251777E2,1.524875015E-1,-2.766500115E-1,4.877125025E-1
1.393276213E2,7.424999774E-2,-6.542249918E-1,4.192374945E-1
1.393300650E2,1.304875016E-1,-1.801249981E-1,3.031874895E-1
1.393325085E2,2.048750035E-2,-4.702499881E-2,2.481874973E-1
1.393349521E2,-1.725624949E-1,-7.273750007E-2,1.944250017E-1
1.393373956E2,-2.811875045E-1,2.523125112E-1,1.273249984E-1
1.393398393E2,-2.494249940E-1,4.991250038E-1,1.431374997E-1
1.393422830E2,-1.065625027E-1,4.074124992E-1,1.981374919E-1
1.393447264E2,-7.232499868E-2,-3.478749841E-2,2.556124926E-1
1.393471701E2,-1.251249947E-2,-2.338874936E-1,2.677125037E-1
1.393496137E2,1.035374999E-1,-2.413125038E-1,1.968999952E-1
1.393520572E2,2.220624983E-1,-1.495999992E-1,1.528999954E-1
1.393545008E2,1.585374922E-1,-1.777874976E-1,1.786125004E-1
1.393569445E2,4.248749837E-2,-7.383749634E-2,1.516624987E-1
1.393593881E2,-2.103750035E-2,5.197500065E-2,1.003749967E-1
1.393618316E2,-5.761250108E-2,-3.726249933E-2,8.332499862E-2
1.393642752E2,-1.856249943E-2,-1.055999994E-1,5.761250108E-2
1.393667189E2,3.767500073E-2,-1.165999994E-1,5.087499972E-3
1.393691624E2,1.691249944E-2,-3.478749841E-2,-4.743750021E-2
1.393716060E2,1.801249944E-2,3.726249933E-2,-1.196249947E-2
1.393740497E2,-4.661250114E-2,2.502499893E-2,-1.443750039E-2
1.393764931E2,-1.346125007E-1,2.462625057E-1,-1.292500049E-1
1.393789368E2,-2.384250015E-1,2.938374877E-1,-1.744875014E-1
1.393813804E2,-1.407999992E-1,1.887875050E-1,-1.610125005E-1
1.393838239E2,-1.297999918E-1,8.497499675E-2,-1.171500012E-1
1.393862676E2,-2.030874938E-1,4.098874927E-1,-7.672499865E-2
1.393887112E2,-5.527500063E-2,3.415499926E-1,-4.743750021E-2
1.393911547E2,2.667500079E-2,9.597499669E-2,-7.672499865E-2
1.393935983E2,7.067500055E-2,1.630750000E-1,-9.624999762E-2
1.393960420E2,5.967500061E-2,2.180749923E-1,-2.914999984E-2
1.393984855E2,5.101250112E-2,7.521250099E-2,4.413750023E-2
1.394009291E2,9.487500414E-3,-4.702499881E-2,7.713750005E-2
1.394033728E2,-3.849999979E-3,-5.802499875E-2,6.366249919E-2
1.394058162E2,-1.374999993E-2,-8.249999583E-2,6.737499684E-2
1.394082599E2,8.249999955E-3,-1.655499935E-1,1.284250021E-1
1.394107035E2,3.891250119E-2,-2.118874937E-1,1.663749963E-1
1.394131470E2,5.224999785E-2,-1.557874978E-1,1.566125005E-1
1.394155906E2,1.170125008E-1,-5.499999970E-4,1.480875015E-1
1.394180343E2,9.872499853E-2,-3.133625090E-1,1.260875016E-1
1.394204778E2,-6.861250103E-2,-4.404124916E-1,4.537500069E-2
1.394229215E2,-1.053249985E-1,8.373750001E-2,7.562499959E-3
1.394253651E2,-1.908500046E-1,1.960749924E-1,1.361249946E-2
1.394278085E2,-2.066625059E-1,1.227874979E-1,2.461249940E-2
1.394302522E2,-2.018499970E-1,3.726249933E-2,-5.912499968E-3
1.394326959E2,-1.480875015E-1,7.878749818E-2,-9.624999948E-3
1.394351393E2,-1.251249947E-2,5.444999784E-2,1.608750038E-2
1.394375829E2,1.024374962E-1,-2.378750034E-2,5.513750017E-2
1.394400266E2,3.519999981E-2,-3.108874857E-1,5.389999971E-2
1.394424701E2,-7.562499959E-3,-1.520749927E-1,-1.086249948E-2
1.394449137E2,-1.101374999E-1,4.578749835E-2,-3.396249935E-2
1.394473574E2,-1.835625023E-1,1.402499992E-2,-2.543750033E-2
1.394498008E2,-1.956624985E-1,-2.007500082E-2,-4.262499884E-2
1.394522445E2,-2.543750107E-1,1.618375033E-1,-8.648750186E-2
1.394546882E2,-2.360875010E-1,4.001249969E-1,-7.796250284E-2
1.394571316E2,-6.008749828E-2,4.111250043E-1,-4.372499883E-2
